3.600087798946497220e+00,1.110798106612776115e+00,6.002703965001558117e+00,1.032434227154790207e+01,-6.918016514394218497e-01,1.168435909354789581e+00,9.931832035932565361e+00,3.515815908155269565e+00,-1.967149622651945595e+00,5.474706636718846831e+00,4.646296626742190128e+00,3.543319302453184605e+00,6.398414969967714860e+00,6.937991220635773892e+00,-3.917893972874630482e+00,4.091117040929884929e+00,5.801053823762049255e+00,4.936698670016010482e+00,6.040354839402460208e+00,-1.060029846788348218e+00,-2.094390350004665891e+00,6.946856933955276148e+00,5.695950749702227256e+00,1.642452226944490778e-02,7.341284982731561826e+00,5.595734024921606320e+00,-2.648338070358885687e+00,1.038129863821355858e+00,2.672694347098716783e+00,4.232002356644569474e+00,8.001811207534627712e+00,-9.710296972021390527e-01,-7.074869446505243964e+00,-2.733763234529278829e+00,9.576214334123955396e+00,6.143669544438070673e+00,3.324547705812308962e+00,5.608122793714789722e+00,4.867286160662732897e+00,5.026019675958431243e+00
-8.282378792660194389e-02,-3.421595714939005273e-01,3.733613865303757606e+00,9.069620804648986123e+00,-3.679732837623411079e+00,1.757640603807306023e+00,8.291791260244185224e+00,2.787176355275663653e+00,-3.577662769161813472e+00,4.778919461932365387e+00,4.825186384674509554e+00,2.943882774194242824e+00,5.326270238118153699e+00,3.823005258100991899e+00,-4.298634987865940893e+00,4.514076008933108675e+00,6.445535628664909034e+00,5.846070671598546653e+00,3.634528798352728352e+00,-1.339121243378931903e+00,1.073236638656002162e-01,6.189439182238530179e+00,4.222148908648556187e+00,-9.118690297708678116e-01,5.455346260526934721e+00,5.730909229735400068e+00,-4.900267999846065869e+00,2.759698610374776262e+00,1.104605370535815201e+00,3.500723376565519906e+00,7.922273043306615747e+00,-3.865806914341977762e+00,-3.019377028271991392e+00,-4.673753308974863963e+00,8.939119211265476039e+00,7.035802716958601266e+00,-1.103808744320156077e-01,3.929084314752708362e+00,5.856395605869083809e+00,4.658011273794861573e+00
-9.197306175372230719e-01,2.357543595851893770e+00,6.396672497180245998e+00,4.309740248494106751e+00,-2.273059693500066647e+00,3.819546290830343249e+00,1.112326525652769504e+01,2.290205528243751121e-01,-2.827613789903068664e+00,5.720130127524996055e+00,6.542690260025603166e+00,4.331891484820062033e+00,5.831538874995602306e+00,4.158838374977823271e+00,-3.684511303263282134e+00,4.315803199608524210e+00,8.315892941730734123e+00,7.194827353984194040e+00,2.270443889633127821e+00,-8.741396281688040837e-01,2.812811528263707395e+00,5.539364303876579854e+00,3.893948049299327252e+00,1.796685989123986138e+00,4.258485462373299058e+00,7.066324962803906651e+00,-3.860963835867772254e+00,2.323449089215254837e+00,5.184099063082979519e+00,5.631075240099658430e+00,7.704682522246518950e+00,-4.579974097539898814e+00,-1.895254481077275344e+00,-2.553367939543637277e+00,5.993451466349485557e+00,1.012613769691474985e+01,8.958268180667234848e-01,4.499263789252752055e+00,7.716383712883330581e+00,4.392088706864478276e+00
2.208254090550168247e-01,6.746571395742926303e-01,6.728824798913805694e+00,5.565205611627755289e+00,-5.003884892197822509e+00,1.079492454395143408e+00,9.716255752701879800e+00,1.097059153056927361e+00,-5.427508680500364724e-01,4.670186041707627744e+00,7.293009365539699473e+00,4.192174000015087110e+00,4.199555347672353278e+00,1.572426289409547984e+00,-4.335075059818485066e+00,3.233677783953903706e+00,1.022811680812318080e+01,4.386903549672275915e+00,3.065951847270800279e-01,-2.124350124295808939e+00,-5.672870251470201186e-01,7.672418027111373995e+00,5.425927546424606618e+00,1.411066095310614887e+00,7.916731286647129551e+00,5.073589304095686536e+00,-4.299453260296161261e+00,4.531963202762980814e+00,3.434289688644586391e+00,4.173440641733641598e+00,3.773249745417998291e+00,-4.062400576225286386e+00,1.175710106393997645e+00,-4.418897587851193798e+00,4.346567748288189037e+00,9.654012503676270285e+00,1.221853546892855080e+00,3.743927906205901657e+00,6.642977998307751264e+00,1.524056587456815715e+00
-5.866724038258978036e-01,3.963782448404844061e+00,7.776623346123520797e+00,2.429041871212496151e+00,-5.883767087676862850e+00,8.886428222269737720e-01,9.161366571409118364e+00,-2.623528417604440222e+00,7.174690094539158958e-01,4.371773555623679641e+00,9.922292871123143954e+00,4.235479377593604156e+00,4.450690021745270286e+00,-3.146754827003695465e-01,-4.264412002706957416e+00,1.960355763760081915e+00,9.472800973658729973e+00,2.641502152552718030e+00,-2.240324808935532541e+00,-4.326672766067655163e-01,6.117760002396099850e-01,6.169909135527047006e+00,4.673585019590741574e+00,-1.566229744730776918e+00,6.222199347545982917e+00,1.622191790938754652e+00,-4.320773656483112291e+00,3.394587835459975889e+00,5.495230240824477974e+00,6.131771900723401281e+00,2.232746283559512435e-01,-5.081398876597514658e+00,3.645499826160415235e+00,-2.842882346939253679e+00,4.131515169248282326e+00,1.064581881697759691e+01,1.738361765302396611e+00,5.736338339838753519e+00,1.011276383554350744e+01,1.644184623159473668e+00
5.288246659316159226e-02,2.139382285830187413e+00,8.106396314285074567e+00,9.588635539652904383e-01,-3.878950301828601344e+00,-3.164344436767798197e+00,9.889921821136850255e+00,-1.075605512302822753e+00,4.552869023298667939e-01,4.088207524488068678e+00,1.064331922878177217e+01,3.847935103571479942e+00,2.861271176013056916e+00,-6.922766138044735840e-01,-3.627385196812059398e+00,-2.952541973781618312e-01,1.034118208665521443e+01,2.437750021964182334e+00,-4.191345837247255623e-01,9.261177193401556873e-02,2.855557356670159752e-01,7.507754510499982992e+00,4.792107680910588030e+00,9.598323194347659904e-01,4.104758704214605203e+00,2.510614110379338904e+00,-2.849052144522195462e+00,3.186912519009965195e+00,6.864073852963647582e+00,3.576319474327108061e+00,-2.064927867544735562e+00,-5.206310443881642769e+00,3.603826234034190001e+00,8.914383728105141902e-01,2.465461506583064732e+00,1.182391232857270857e+01,3.517091515630586418e+00,2.756491897307165928e+00,7.913905761254581783e+00,-4.394769260171164094e-01
4.966150516255942726e-01,2.583408287874011222e+00,6.725675952699499582e+00,-1.921573668347090091e+00,-3.891502820776964633e+00,-4.828081669633840889e+00,1.043728008941187113e+01,2.426474046382094407e+00,-3.654806468125230690e-01,3.067167724588112598e+00,1.072683347866593984e+01,1.738727362439772994e+00,1.016771252113009671e+00,-5.254572360699919509e-01,-1.448568971319396770e+00,-4.267438324955519224e-02,9.456528706622599145e+00,-2.856900535458324342e-01,-4.489276307263194710e+00,1.135216310210003687e+00,5.688499949884049389e-01,7.698681072296198913e+00,4.355202599333649616e+00,2.047437831458772950e-01,3.770179092375011365e+00,2.004698716889726118e+00,-2.252676018828927429e+00,2.473561760329554993e+00,7.969289390628675029e+00,2.517818698739851424e+00,-1.712790329801445743e+00,-6.930270060104906094e+00,5.661198898597236351e+00,2.853416991675331804e+00,3.705169972881289908e+00,1.067729521263305337e+01,3.212562820138775699e+00,4.387377260260920231e+00,4.559809182963751262e+00,4.450020881303773379e-02
1.649155934815733859e+00,4.876407598543115895e+00,5.567449432069526694e+00,-1.597853755358192851e+00,-1.505562646339775768e+00,-3.497535133994214007e+00,7.244579704530437425e+00,4.654747640453902768e+00,1.038444204145743566e+00,6.167242765282701988e+00,9.701890390843237455e+00,4.727444333811248178e-02,2.797273393898500604e+00,-9.671039180625772280e-01,-1.776494388898008481e+00,-1.061940655193041039e-01,1.004293159338178043e+01,1.121879723804936280e+00,-3.135123072765069629e+00,1.080574661678304071e+00,1.102743669802772830e+00,1.025956250248252744e+01,4.186531563295648795e+00,-6.471203920217474259e-01,6.463091642281305838e+00,8.730228210068495809e-01,-3.863899170978679631e+00,4.122438376109651692e-01,9.395236931831574267e+00,6.582639096725076966e-01,-2.730304042782803364e+00,-2.686700751742159277e+00,1.677059313840608912e+00,3.431220281342139522e+00,5.407803193140744646e+00,1.085145871296409581e+01,2.531449592562642348e+00,3.740207138240319473e+00,5.564406718578711164e+00,-2.475341951953505149e+00
1.447069740889632250e+00,4.028449180362191129e+00,5.422005492719660147e+00,-4.896983831551638744e+00,-7.331019251122126157e-01,-4.207804145779755700e+00,7.095407943862088729e+00,7.566528457846438016e+00,-5.703089738241585716e-01,6.030829453366830073e+00,1.080886037271506694e+01,-2.433625549993117865e+00,1.818619978025332262e+00,-7.351827521655416309e-01,-3.857867189413572540e+00,-8.456055426843310796e-01,7.973412226226138877e+00,7.779580490819419936e-01,-3.076881664517511439e+00,2.432515904864099188e+00,4.165451497078667131e+00,8.528196861917365368e+00,2.589193797177959055e+00,-1.339747438091392961e+00,5.470084768122758234e+00,7.106211431102659182e-01,-2.626464637143603120e+00,1.327414240633659315e+00,9.427711543224226887e+00,-1.511457586991739044e-01,-2.912333056875533455e+00,-4.886174173502068285e+00,3.138347836753040188e+00,4.808329304144485228e+00,7.151704654334797517e+00,9.149880405686724671e+00,-4.678447832424166286e-01,3.234419625993712799e+00,4.431961694562787102e+00,-1.718035425491498458e+00
3.084433991849984569e+00,5.740876165829614131e+00,4.543201107082452062e+00,-3.914989402368783900e+00,2.342241286728417915e+00,-2.377466287749695262e+00,6.364105579221442710e+00,6.174768338527962364e+00,-2.412684642451517758e-01,4.114813499768402494e+00,9.737199651591232907e+00,-3.485791122166519429e+00,3.079471806571850934e+00,6.474626339681439635e-01,-8.017882047909908882e-01,-9.414295885900847427e-01,1.019309453279639754e+01,-1.220480444773202944e+00,-2.232843541658232844e+00,1.671601466437293571e+00,2.070974103693646207e+00,9.623930103150421189e+00,-3.435332352356921248e-01,-1.153288864771694122e+00,6.063818342015056650e+00,-8.983946528898577588e-01,-2.959902343381294987e+00,-7.939079531884093432e-01,1.051162789642906681e+01,-1.032657327309233208e+00,-5.479901957647996813e-01,-3.291944411905226797e+00,5.064832305007764823e-01,4.764969199966311741e+00,9.633860125108187233e+00,6.414066011874677287e+00,4.233554842666377160e-01,4.957767172272504297e+00,6.033093221401496287e+00,-1.312977696578705000e+00
